date,sp500,aapl,amzn,avgo,ba,bac,blk,bsx,de,et,ge,goog,gs,jpm,meta,ms,msft,nvda,ph,rok,tsla
11/25/2022,4026.12,148.11,93.41,52.99,178.36,37.7,737.78,44.15,441.47,12.36,54.85,97.6,388.86,136.74,111.41,90.91,247.49,16.27,306.03,264.86,182.86
11/28/2022,3963.94,144.22,93.95,52.22,171.83,36.86,721.17,43.79,441.21,12.15,53.19,96.25,382.36,134.35,108.78,89.89,241.76,15.83,295.07,260.71,182.92
11/29/2022,3957.63,141.17,92.42,52.14,175.32,37,714,44.5,440.97,12.41,53.31,95.44,383.71,136.56,109.46,91.08,240.33,15.64,294.29,259.63,180.83
11/30/2022,4080.11,148.03,96.54,55.1,178.88,37.85,716,45.27,441,12.54,53.5,101.45,386.15,138.18,118.1,93.07,255.14,16.92,298.94,264.22,194.7
12/1/2022,4076.57,148.31,95.5,55.08,175.78,36.55,722.18,46.12,441.81,12.44,53.06,101.28,383.81,136.24,120.44,93,254.69,17.14,297.52,266.75,194.7
12/2/2022,4071.7,147.81,94.13,54.08,182.87,36.08,712.98,46.6,445.61,12.53,54.07,100.83,380.58,135.16,123.49,92.1,255.02,16.88,297.38,265.49,194.86
12/5/2022,3998.84,146.63,91.01,53.06,185.1,34.47,712.76,45.42,436.89,12.18,52.69,99.87,371.54,131.37,122.43,89.81,250.2,16.61,292.87,262.67,182.45
12/6/2022,3941.26,142.91,88.25,52.58,178.43,33,710.29,45.16,438.25,11.94,53.07,97.31,362.91,131.59,114.12,87.51,245.12,15.99,290.09,256.77,179.82
12/7/2022,3933.92,140.94,88.46,51.85,176.5,32.74,709.16,45.63,440.65,11.91,52.9,95.15,359.92,131.5,113.93,87.28,244.37,16.12,292.06,254.77,174.04
12/8/2022,3963.51,142.65,90.35,53.11,179.08,32.44,703.44,46.32,442.93,11.7,52.05,93.95,358.08,132.88,115.33,88.69,247.4,17.17,292.11,257.17,173.44
12/9/2022,3934.38,142.16,89.09,54.47,179.54,32.38,706.95,46.23,434.81,11.42,50.69,93.07,359.14,132.16,115.9,89.47,245.42,17,289.44,259.81,179.05
12/12/2022,3990.56,144.49,90.55,55.66,186.27,32.73,709.23,47.13,437.05,11.7,51.79,93.56,363.18,134.21,114.71,91.12,252.51,17.53,295.84,264.45,167.82
12/13/2022,4019.65,145.47,92.49,57.1,187.13,32.75,724.15,47.2,437.19,11.91,51.58,95.85,368.69,134.08,120.15,92.71,256.92,18.07,298.29,271.73,160.95
12/14/2022,3995.32,143.21,91.58,57.44,188.25,32.28,711.52,47.18,438.44,11.79,50.7,95.31,360.38,133.41,121.59,90.5,257.22,17.67,296.99,269.17,156.8
12/15/2022,3895.75,136.5,88.45,55.8,183.72,31.77,698.18,46.32,429.79,11.66,49.05,91.2,349.83,130.1,116.15,87.79,249.01,16.95,289.63,257.15,157.67
12/16/2022,3852.36,134.51,87.86,55.59,184.7,31.7,700.22,45.81,431.09,11.66,48.33,90.86,346.35,129.29,119.43,86.86,244.69,16.57,285.75,253.07,150.23
12/19/2022,3817.66,132.37,84.92,54.96,185.68,32.06,692.47,45.8,432.67,11.56,48.58,89.15,344.61,130.06,114.48,85.55,240.45,16.25,282.7,250.66,149.87
12/20/2022,3821.62,132.3,85.19,54.4,188.29,32.19,691.56,45.84,435.36,11.68,49.99,89.63,344.49,130.69,117.09,85.16,241.8,16.08,286.62,254.4,137.8
12/21/2022,3878.44,135.45,86.77,56.12,196,32.68,712.94,46.08,441.64,11.95,51.64,90.25,350.16,132.16,119.76,86.87,244.43,16.5,292.24,259.36,137.57
12/22/2022,3822.39,132.23,83.79,55.31,188.25,32.39,703.33,46.15,435.86,11.81,50.89,88.26,345.58,130.66,117.12,86.37,238.19,15.34,290.52,255.97,125.35
12/23/2022,3844.82,131.86,85.25,55.24,189.06,32.47,703.94,46.06,436.93,11.96,50.9,89.81,345.51,131.28,118.04,86.11,238.73,15.21,290.96,256.74,123.15
12/27/2022,3829.25,130.03,83.04,55.35,189.4,32.53,703.26,46.24,436.15,11.9,51.56,87.93,341.97,131.74,116.88,85.06,236.96,14.12,292.57,257.55,109.1
12/28/2022,3783.22,126.04,81.82,54.49,188.38,32.77,700.33,45.78,430.18,11.67,51.01,86.46,340.87,132.46,115.62,84.46,234.53,14.04,286.87,255.19,112.71
12/29/2022,3849.28,129.61,84.18,55.78,188.91,33.14,716.15,46.35,428.64,11.86,52.12,88.95,343.43,133.22,120.26,85.24,241.01,14.6,292,259.63,121.82
12/30/2022,3839.5,129.93,84,55.91,190.49,33.12,708.63,46.27,428.76,11.87,52.15,88.73,343.38,134.1,120.34,85.02,239.82,14.61,291,257.57,123.18
1/3/2023,3824.14,125.07,85.82,55.35,195.39,33.51,712.04,46.01,424.29,11.62,52.89,89.7,346.22,135.12,124.74,85.72,239.58,14.31,291.76,261.42,108.1
1/4/2023,3852.97,126.36,85.14,56.02,203.64,34.14,721.9,46.5,423.48,11.66,55.99,88.71,347.7,136.38,127.37,86.65,229.1,14.75,296.89,260.53,113.64
1/5/2023,3808.1,125.02,83.12,55.5,204.99,34.07,701.24,45.76,414.73,11.93,56.86,86.77,343.76,135.35,126.94,85.92,222.31,14.27,298.1,258.58,110.34
1/6/2023,3895.08,129.62,86.08,58.84,213,34.41,738,46.33,426.47,12.15,57.37,88.16,348.08,137.94,130.02,87.56,224.93,14.86,308.55,267.52,113.06
1/9/2023,3892.09,130.15,87.36,57.69,208.57,33.89,752.99,45.59,428.2,12.31,57.96,88.8,353,137.37,129.47,87.64,227.12,15.63,309.52,269.34,119.77
1/10/2023,3919.25,130.73,89.87,57.49,206.69,34.12,757.28,46.06,437.43,12.39,60.03,89.24,357.36,138.6,132.99,88.92,228.85,15.91,310.5,271.66,118.85
1/11/2023,3969.61,133.49,95.09,57.81,208.03,34.38,755.92,45.81,433.48,12.53,61.96,92.26,364.48,139.63,132.89,89.43,235.77,16,311.32,280.1,123.22
1/12/2023,3983.17,133.41,95.27,58.19,214.32,34.47,753.96,46.71,436.09,12.64,62.89,91.91,369.94,139.49,136.71,90.53,238.51,16.51,315.18,281.41,123.56
1/13/2023,3999.09,134.76,98.12,57.9,214.13,35.23,753.99,46.53,439.63,12.67,63.96,92.8,374,143.01,136.98,91.66,239.23,16.9,317.49,285.24,122.4
1/17/2023,3990.97,135.94,96.05,57.92,211.41,34.52,749.73,46.04,438.2,12.62,64.19,92.16,349.92,140.8,135.36,97.08,240.35,17.7,314.71,282.19,131.49
1/18/2023,3928.86,135.21,95.46,57.43,209.41,33.72,747.36,45.09,425.99,12.51,63.22,91.78,349.09,136.57,133.02,96.58,235.81,17.38,307.81,274.42,128.78
1/19/2023,3898.85,135.27,93.68,56.32,207.09,33.23,729.87,45.46,408.6,12.6,61.3,93.91,350.75,134.75,136.15,94.15,231.93,16.76,297.81,265.32,127.17
1/20/2023,3972.61,137.87,97.25,57.08,206.76,33.85,741.71,45.62,410.6,12.76,61.95,99.28,341.84,135.08,139.37,96.24,240.22,17.84,305.32,270,133.42
1/23/2023,4019.81,141.11,97.52,58.16,209.97,34.32,748.02,45.85,409.34,13.01,63.62,101.21,349.14,137.27,143.27,97.13,242.58,19.19,311.71,275.62,143.75
1/24/2023,4016.95,142.53,96.32,58.5,211.98,34.57,752.07,45.84,416.67,13.07,64.36,99.21,348.33,138.45,143.14,95.51,242.04,19.26,312.69,277.98,143.89
1/25/2023,4016.22,141.86,97.18,58.57,212.68,34.87,751.25,46.12,413.64,13.15,64.43,96.73,349.63,139.12,141.5,95.64,240.61,19.32,310.2,278.08,144.43
1/26/2023,4060.43,143.96,99.22,59.86,212.73,35.34,758.9,46.35,421.2,13.5,64.71,99.16,354.97,139.98,147.3,96.5,248,19.8,314.41,281.87,160.27
1/27/2023,4070.56,145.93,102.24,59.1,211.17,35.45,759.18,45.91,418.18,13.36,66.38,100.71,353.7,140.32,151.74,96.86,248.16,20.36,319.8,286.46,177.9
1/30/2023,4017.77,143,100.55,58.15,209.67,35.3,747.86,45.81,420.6,13.1,64.46,97.95,357.46,139.13,147.06,95.96,242.71,19.16,317.3,278.5,166.66
1/31/2023,4076.6,144.29,103.13,58.5,213,35.48,759.21,46.25,422.84,13.28,64.19,99.87,365.81,139.96,148.97,97.33,247.81,19.54,326,282.03,173.22
2/1/2023,4119.21,145.43,105.15,60.28,214.75,35.92,762.63,47.54,426.99,13.07,65.65,101.43,365.71,139.59,153.12,98.19,252.75,20.94,328.69,282.87,181.41
2/2/2023,4179.76,150.82,112.91,60.58,209.34,36.13,770.73,48.07,406.55,13.28,66.94,108.8,369.47,138.94,188.77,99.21,264.6,21.71,337.55,291.16,188.27
2/3/2023,4136.48,154.5,103.39,59.76,206.01,36.43,757.16,48.5,406.06,13.28,65.37,105.22,369.95,141.09,186.53,99.43,258.35,21.1,350,289.96,189.98
2/6/2023,4111.08,151.73,102.18,60.13,206.81,36.37,742.38,47.66,410.23,12.98,65.68,103.47,370.8,141.92,186.06,98.9,256.77,21.09,348.99,287.72,194.76
2/7/2023,4164,154.65,102.11,61.44,214.76,36.77,740.82,48.09,409.52,12.85,65.49,108.04,374.4,143.65,191.62,99.22,267.56,22.17,349.02,289.39,196.81
2/8/2023,4117.86,151.92,100.05,60.17,213.5,36.5,729.86,47.59,407.69,12.78,65.37,100,375.1,142.64,183.43,98.96,266.73,22.2,351.99,285.42,201.29
2/9/2023,4081.5,150.87,98.24,59.94,211.99,35.72,715.97,47.06,408.01,12.76,64.43,95.46,367.99,140.42,177.92,98.05,263.62,22.34,351.62,287.7,207.32
2/10/2023,4090.46,151.01,97.61,59.33,212.89,35.58,723.51,47.23,417.79,12.84,64.83,94.86,371.28,141.04,174.15,98.44,263.1,21.26,348.88,285.18,196.89
2/13/2023,4137.29,153.85,99.54,60.11,215.65,35.65,736.91,47.69,415.33,12.95,65.94,95,374.02,142.57,179.43,99.43,271.32,21.79,352.04,293.79,194.64
2/14/2023,4136.13,153.2,99.7,60.23,218.45,35.62,729.15,47.28,409.31,13.09,66.63,94.95,371.78,143.2,179.48,100.56,272.17,22.97,352.35,293.17,209.25
2/15/2023,4147.6,155.33,101.16,60.77,217.44,35.56,724.19,47.29,410.04,13.14,67.61,97.1,374.34,143.8,177.16,100.83,269.32,22.76,361.16,298.05,214.24
2/16/2023,4090.41,153.71,98.15,60.05,212.21,35.28,713,46.48,402.96,13.05,67.03,95.78,370.2,141.82,172.44,99.57,262.15,22,354.54,295.88,202.04
2/17/2023,4079.09,152.55,97.2,59.56,211.66,35.35,716.16,46.54,433.31,12.87,66.23,94.59,368.5,142.24,172.88,99.51,258.06,21.39,355.48,297.72,208.31
2/21/2023,3997.34,148.48,94.58,58.15,205.52,34.52,695.75,46.23,427.17,12.74,65.6,92.05,361.12,139.63,172.08,97.62,252.67,20.66,343.54,288.72,197.37
2/22/2023,3991.05,148.91,95.79,57.62,205.76,34.29,687.41,46.61,426.41,13,66.35,91.8,360.89,138.56,171.12,97.27,251.51,20.75,345.32,288.94,200.86
2/23/2023,4012.32,149.4,95.82,58.38,208.13,34.26,691.84,47.18,425.05,13.01,66.15,91.07,363.54,139.67,172.04,97.94,254.77,23.66,349.01,291.95,202.07
2/24/2023,3970.04,146.71,93.5,57.78,198.15,34.21,683.43,47.01,417.42,12.86,66.63,89.35,363.85,140.93,170.39,97.7,249.22,23.29,348.03,290.39,196.88
2/27/2023,3982.24,147.92,93.76,58.54,200.46,34.21,683.06,46.82,421.63,12.76,66.86,90.1,365.53,142.16,169.54,96.7,250.16,23.5,350.48,294.39,207.63
2/28/2023,3970.15,147.41,94.23,59.43,201.55,34.3,689.43,46.72,419.24,12.66,67.56,90.3,351.65,143.35,174.94,96.5,249.42,23.22,351.85,294.93,205.71
3/1/2023,3951.39,145.31,92.17,59.36,204.55,34.14,680.56,46.82,419.75,12.79,67.1,90.51,346.23,142.55,173.42,96.19,246.27,22.7,353.35,292.65,202.77
3/2/2023,3981.35,145.91,92.13,59.87,210.06,33.49,685.91,47.25,421.34,12.95,68.36,92.31,349.1,141.07,174.53,96.08,251.11,23.31,355.5,296.54,190.9
3/3/2023,4045.64,151.03,94.9,63.28,215.11,34.16,695.24,47.82,430.28,13.05,68.89,94.02,357.09,143.66,185.25,98.33,255.29,23.89,359.85,302.59,197.79
3/6/2023,4048.42,153.83,93.75,63.29,211.92,34.09,688.39,47.74,425.71,13.2,69.43,95.58,357.05,142.82,184.9,98.38,256.87,23.55,360.5,305.56,193.81
3/7/2023,3986.37,151.6,93.55,62.51,207.92,33,674.66,47.02,418.15,13.13,68.9,94.17,346.08,138.62,184.51,96.06,254.15,23.29,359.54,299.33,187.71
3/8/2023,3992.01,152.87,93.92,63.23,207.2,32.56,674.36,46.89,424.29,13.16,69.37,94.65,349.29,137.8,184.97,95.9,253.7,24.18,362.67,302.3,182
3/9/2023,3918.32,150.59,92.25,62.25,201.24,30.54,651.28,47.06,421.42,12.9,73.02,92.66,342.09,130.34,181.69,92.2,252.32,23.44,350.93,298.92,172.92
3/10/2023,3861.59,148.5,90.73,61.48,203.07,30.27,635.03,46.48,395.93,12.6,72.58,91.01,327.67,133.65,179.51,90.05,248.59,22.97,338.47,289.07,173.44
3/13/2023,3855.76,150.47,92.43,61.65,203.37,28.51,625.77,47.6,398.22,12.26,70.96,91.66,315.51,131.25,180.9,87.99,253.92,22.97,332.09,286.01,174.48
3/14/2023,3919.29,152.59,94.88,63.25,207.28,28.76,637.83,48.31,402.45,12.34,72.71,94.25,322.15,134.62,194.02,89.97,260.79,24.06,334.22,294.3,183.26
3/15/2023,3891.93,152.99,96.2,62.6,198.21,28.49,631.74,47.97,390.48,11.94,71.59,96.55,312.19,128.26,197.75,85.39,265.44,24.23,313.54,276.66,180.45
3/16/2023,3960.28,155.85,100.04,63.65,203.19,28.97,636.98,48.3,391.11,12.25,73.35,101.07,315.09,130.75,204.93,87.01,276.2,25.54,314,282.02,184.13
3/17/2023,3916.64,155,98.95,63.1,201.05,27.82,636.71,47.95,385.5,11.99,72.01,102.46,303.54,125.81,195.61,84.18,279.43,25.73,304.92,272.71,180.13
3/20/2023,3951.57,157.4,97.71,64.37,204.77,27.75,643.56,48.83,394.5,11.84,71.71,101.93,309.53,127.14,197.81,85.64,272.23,25.9,315.83,278.33,183.25
3/21/2023,4002.87,159.28,100.61,63.67,204.7,28.59,662.15,48.84,402.59,12.11,73.52,105.84,317.28,130.55,202.16,88.76,273.78,26.2,326.21,283.16,197.58
3/22/2023,3936.97,157.83,98.7,63.09,196.16,27.64,648.32,48.07,394.97,11.76,71.45,104.22,313.67,127.18,199.81,87.55,272.29,26.47,322.12,277.63,191.15
3/23/2023,3948.72,158.93,98.71,63.92,197.9,26.97,651.78,47.94,391.85,11.68,73.05,106.26,314.85,126.84,204.28,85.84,277.66,27.19,320.42,278.42,192.22
3/24/2023,3970.99,160.25,98.13,63.62,197.53,27.14,644.88,48.22,386.5,11.7,72.87,106.06,312.57,124.91,206.01,83.95,280.57,26.78,320.87,277.6,190.41
3/27/2023,3977.53,158.28,98.04,62.68,200.57,28.49,648.32,48.33,393.01,11.84,74.42,103.06,318.53,128.49,202.84,84.64,276.38,26.53,324.66,278.4,191.81
3/28/2023,3971.27,157.65,97.24,62.47,204.96,28.12,646.24,48.6,395.35,12.05,74.28,101.36,318.44,128.88,200.68,84.88,275.23,26.41,327.74,278.78,189.19
3/29/2023,4027.81,160.77,100.25,62.55,207.97,28.67,657.22,49.08,400.79,12.2,75.02,101.9,320.72,129.14,205.35,86.24,280.51,26.98,334.17,284.54,193.88
3/30/2023,4050.83,162.36,102,63.38,211.04,28.3,661.04,49.6,403.7,12.44,75.01,101.32,321.14,128.75,207.84,86.11,284.05,27.38,336.57,287.53,195.28
3/31/2023,4109.31,164.9,103.29,64.15,212.43,28.6,669.12,50.03,412.88,12.47,76.24,104,327.11,130.31,211.94,87.8,288.3,27.78,336.11,293.45,207.46
4/3/2023,4124.51,166.17,102.41,64.25,215.39,28.59,666.41,49.72,414.99,12.82,77.3,104.91,326.52,130.16,213.07,87.16,287.23,27.97,339.17,291.29,194.77
4/4/2023,4100.6,165.63,103.95,63.44,213.9,27.98,659.11,50.07,397.66,12.75,75.81,105.12,322.65,128.42,214.72,84.82,287.18,27.45,320.64,278.76,192.58
4/5/2023,4090.38,163.76,101.1,62.9,210,27.64,656.04,50.74,373.82,12.76,75.17,104.95,321.53,127.61,211.48,83.82,284.34,26.88,312.58,273.17,185.52
4/6/2023,4105.02,164.66,102.06,62.26,211.37,27.84,656.4,50.08,369.65,12.51,74.65,108.9,322.4,127.47,216.1,84.19,291.6,27.04,312.47,272.15,185.06
4/10/2023,4109.11,162.03,102.17,62.74,210.78,27.94,659.82,50.34,377.33,12.51,75.26,106.95,324.96,127.89,214.75,84,289.39,27.58,315.17,275.23,184.51
4/11/2023,4108.94,160.8,99.92,62.16,212.32,28.71,669.68,50.73,380.83,12.56,74.9,106.12,327.37,128.52,213.85,85.09,282.83,27.17,317.98,278.52,186.79
4/12/2023,4091.95,160.1,97.83,61.67,212.34,28.48,665.97,51.11,384.39,12.62,75.05,105.22,330.24,128.5,214,85.47,283.49,26.5,324.52,281.12,180.54
4/13/2023,4146.22,165.56,102.4,62.42,213.59,28.56,670.73,51.5,384.74,12.76,75.21,108.19,332.13,128.99,220.35,85.69,289.84,26.46,319.55,278.11,185.9
4/14/2023,4137.64,165.21,102.51,61.95,201.71,29.52,691.33,51.77,387.77,12.84,76.12,109.46,336.92,138.73,221.49,86.71,286.14,26.76,319.11,277.3,185
4/17/2023,4151.32,165.23,102.74,62.74,205.03,30.37,698.36,51.74,391.42,12.88,77.18,106.42,339.68,139.83,218.86,89.29,288.8,27,325.41,277.84,187.04
4/18/2023,4154.87,166.47,102.3,63.23,208.37,30.56,694.03,51.61,396.69,12.91,78.53,105.12,333.91,141.4,217.89,89.85,288.37,27.67,324.7,276.86,184.31
4/19/2023,4154.52,167.63,104.3,63.45,208.71,30.06,695.24,52.89,392.77,12.68,78.98,105.02,336.89,141.22,215.7,90.45,288.45,27.93,323.43,274.32,180.59
4/20/2023,4129.79,166.65,103.81,63.3,207.23,29.9,696.38,52.62,390.36,12.67,79.56,105.9,338.71,140.81,213.07,90.43,286.11,27.1,319.33,273.83,162.99
4/21/2023,4133.52,165.02,106.96,63.29,205.15,29.87,680.94,51.11,386.7,12.77,79.36,105.91,341.66,140.54,212.89,91.12,285.76,27.12,320.8,275.45,165.08
4/24/2023,4137.04,165.33,106.21,63.45,205.77,29.76,674.19,51.34,388.04,12.69,79.87,106.78,343.96,140.73,212.79,90.2,281.77,27.04,322.96,276.08,162.55
4/25/2023,4071.63,163.77,102.57,62.2,202.19,28.84,659.71,51.11,379.47,12.53,78.51,104.61,339.48,137.67,207.55,88.06,275.42,26.24,317.11,274.93,160.67
4/26/2023,4055.99,163.76,104.98,61.62,203.03,28.44,650.67,51.1,374.61,12.48,76.73,104.45,336.56,135.23,209.4,88.44,295.37,26.96,311.65,270.63,153.75
4/27/2023,4135.35,168.41,109.82,61.84,206.04,28.89,662.68,52.03,371.85,12.79,78.21,108.37,341.6,137.05,238.56,90.26,304.83,27.23,323.3,283.62,160.19
4/28/2023,4169.48,169.68,105.45,62.65,206.78,29.28,671.2,52.12,378.02,12.88,78.93,108.22,343.44,138.24,240.32,89.97,307.26,27.75,324.88,283.41,164.31
5/1/2023,4167.87,169.59,102.05,63.79,203.87,29.04,662.97,52.8,382.12,12.91,80.69,107.71,340.57,141.2,243.18,87.93,305.56,28.91,327.37,282.65,161.83
5/2/2023,4119.58,168.54,103.63,61.23,203.25,28.16,651.46,52.9,383.8,12.69,80.96,105.98,333.37,138.92,239.24,86.29,305.41,28.21,325.02,279.02,160.31
5/3/2023,4090.75,167.45,103.65,61.32,200.93,27.86,642.41,52.69,382.22,12.66,81.16,106.12,328.65,135.98,237.03,84.75,304.4,27.8,323.22,278.63,160.61
5/4/2023,4061.22,165.79,104,61.02,197.05,26.99,631.66,51.94,373.59,12.61,79.21,105.21,321.26,134.12,233.52,82.61,305.41,27.56,322.29,279.2,161.2
5/5/2023,4136.25,173.57,105.65,63.01,198.34,27.71,644.48,51.54,381.09,12.36,79.94,106.21,327.02,136.74,232.78,84.88,310.65,28.68,333.3,283.42,170.06
5/8/2023,4138.12,173.5,105.83,62.91,197.26,27.69,643.14,53.12,380.25,12.33,80.49,108.24,326.51,137.07,233.27,84.43,308.65,29.15,334.84,281.1,171.79
5/9/2023,4119.17,171.77,106.62,61.85,201.88,27.66,635.57,53.09,381.44,12.5,80.55,107.94,324.77,136.41,233.37,84.37,307,28.57,339.11,277.76,169.15
5/10/2023,4137.64,173.55,110.19,62.63,200.84,27.32,629.18,53.22,380.39,12.45,79.39,112.28,322.55,136.48,233.08,83.72,312.31,28.89,326.88,270.09,168.54
5/11/2023,4130.62,173.75,112.18,62.77,201.84,27.39,642.02,53.39,372.79,12.34,79.36,116.9,320.72,136.05,235.79,82.63,310.11,28.58,324.59,270.49,172.08
5/12/2023,4124.08,172.57,110.26,63.12,200.7,27.09,645.1,53.34,373.98,12.32,78.8,117.92,319.5,134.1,233.81,82.39,308.97,28.34,323.99,271.86,167.98
5/15/2023,4136.28,172.07,111.2,63.98,202.77,27.65,644.75,53.68,370.21,12.51,81.35,116.96,322.07,135.23,238.86,82.95,309.46,28.95,327.7,274.14,166.35
5/16/2023,4109.9,172.07,113.4,64.14,200.87,27.36,633.83,53.77,362.68,12.46,80.65,120.09,320.81,134.32,238.82,81.86,311.74,29.21,321.54,269.98,166.52
5/17/2023,4158.77,172.69,115.5,65.75,206.87,28.57,650.64,53.41,368.07,12.53,82.52,121.48,330.18,138.45,242.49,83.91,314,30.18,330.92,274.63,173.86
5/18/2023,4198.05,175.05,118.15,67.79,207.24,28.47,669.33,53.44,370.52,12.72,82.95,123.52,329.58,139.5,246.85,84.49,318.52,31.68,335.15,281.11,176.89
5/19/2023,4191.98,175.16,116.25,68.22,205.49,28.11,666.7,53.64,363.55,12.76,83.15,123.25,326.15,139.18,245.64,82.24,318.34,31.26,332.84,281.31,180.14
5/22/2023,4192.63,174.2,115.01,67.84,205.91,28.34,671.39,53.68,360.5,12.73,83.38,125.87,324.92,138.03,248.32,82.27,321.18,31.18,334.14,282.47,188.87
5/23/2023,4145.58,171.56,114.99,68.65,202.6,28.58,661.53,51.5,360.48,12.76,81.11,123.29,323.57,136.59,246.74,82.64,315.26,30.69,328.78,278.46,185.77
5/24/2023,4115.24,171.84,116.75,67.95,199.27,28.1,655,51.93,354.08,12.8,80.53,121.64,319.81,135.34,249.21,81.22,313.85,30.54,322.01,270.22,182.9
5/25/2023,4151.28,172.99,115,72.88,200.87,28.17,660.52,51.54,354.88,12.73,80.97,124.35,323.88,135.67,252.69,83,325.92,37.98,327.13,273.43,184.47
5/26/2023,4205.45,175.43,120.11,81.27,203.63,28.31,672.3,51.06,357.21,12.65,81.94,125.43,332.01,136.94,262.04,83.9,332.89,38.95,332.88,286.23,193.17
5/30/2023,4205.52,177.3,121.66,80.33,204.69,28.26,673.58,50.49,350.63,12.49,81.67,124.64,330.83,137.46,262.52,83.42,331.21,40.11,330.25,286.79,201.16
5/31/2023,4179.83,177.25,120.58,80.8,205.7,27.79,657.55,51.48,345.98,12.4,80.97,123.37,323.9,135.71,264.72,81.76,328.39,37.83,320.44,278.6,203.93
6/1/2023,4221.02,180.09,122.77,79,207.96,27.78,668.84,51.5,352.57,12.6,83.48,124.37,316.4,137.58,272.61,82.07,332.58,39.77,325.99,280.47,207.52
6/2/2023,4282.37,180.95,124.25,81.2,213.32,28.71,681.86,51.82,371.07,12.88,84.38,125.23,323.65,140.47,272.61,84.35,335.4,39.33,340.73,292.84,213.97
6/5/2023,4273.79,179.58,125.3,80.23,208.78,28.54,676.49,51.4,363.65,12.89,83.02,126.63,321.81,139.09,271.39,83.74,335.94,39.17,337.38,291.71,217.61
6/6/2023,4283.85,179.21,126.61,79,207.29,29.23,684.92,50.67,373.69,12.91,84.11,127.91,326.8,139.34,271.12,85.86,333.68,38.65,346.58,291.99,221.31
6/7/2023,4267.52,177.82,121.23,79.26,211.93,29.48,678.23,50.7,381.82,12.9,84.6,122.94,335.75,140.69,263.6,86.5,323.38,37.47,358.94,299.1,224.57
6/8/2023,4293.93,180.57,124.25,80.42,218.11,29.23,680.58,51.07,380.77,12.89,84.59,122.67,335.47,140.73,264.58,86.31,325.26,38.51,355.83,302.92,234.86
6/9/2023,4298.86,180.96,123.43,80.46,217.31,29.27,684.4,51.28,378.87,12.74,84.78,122.87,336.02,141.01,264.95,86.21,326.79,38.77,356.13,305.5,244.4
6/12/2023,4338.93,183.79,126.57,85.54,221.56,29.13,682.38,51.2,387.13,12.61,84.72,124.35,339.49,141,271.05,87.44,331.85,39.48,358.59,309.78,249.83
6/13/2023,4369.01,183.31,126.66,85.11,220.38,29.4,689.09,51.16,398.24,12.67,85.13,124.43,342.5,142.02,271.32,88.28,334.29,41.02,368.23,315.47,258.71
6/14/2023,4372.59,183.95,126.42,88.62,216.9,29.12,692.45,53.31,399.05,12.65,83.5,124.38,338.42,141.49,273.35,87.98,337.34,43,367.55,313.12,256.79
6/15/2023,4425.84,186.01,127.11,88.34,219.41,29.37,711.19,53.98,406.52,12.84,84.07,125.79,339.74,143.09,281.83,89.05,348.1,42.65,374.04,319.41,255.9
6/16/2023,4409.59,184.92,125.49,86.81,219.99,29.19,702.78,54.32,407.63,12.82,84.77,124.06,338.31,143.26,281,88.09,342.33,42.69,369.1,315.8,260.54
6/20/2023,4388.71,185.01,125.78,86.8,212.37,28.87,690.95,54.04,407.98,12.75,82.96,123.85,330.72,142.53,284.33,86.73,338.05,43.81,371.85,315.39,274.45
6/21/2023,4365.69,183.96,124.83,84.77,212.08,28.57,689.04,53.96,416.59,12.78,83.78,121.26,325.07,142.32,281.64,86.34,333.56,43.04,374.25,320.75,259.46
6/22/2023,4381.89,187,130.15,84.24,205.61,27.96,679.38,54.64,415.69,12.67,83.6,123.87,319.58,139.58,284.88,84.5,339.71,43.03,371.01,314.98,264.61
6/23/2023,4348.33,186.68,129.33,82.21,205.41,27.75,680.45,53.97,404.45,12.5,82.77,123.02,314.71,138.85,288.73,83.58,335.02,42.21,370.12,313.27,256.6
6/26/2023,4328.82,185.27,127.33,82.16,205.58,28.09,680.17,53.5,410.19,12.6,83.3,119.09,312.36,139.19,278.47,83.59,328.6,40.63,375.47,318.04,241.05
6/27/2023,4378.41,188.06,129.18,84.84,209.43,28.24,684.64,53.49,409.51,12.64,83.68,119.01,313.45,139.2,287.05,84.43,334.57,41.88,380.19,322.66,250.21
6/28/2023,4376.86,189.25,129.04,84.79,210.72,28.07,685.22,53.45,405.2,12.74,85.38,121.08,313.66,138.59,285.29,83.99,335.85,41.12,382.45,321.21,256.24
6/29/2023,4396.44,189.59,127.9,86.26,211.83,28.66,688.21,53.29,401.63,12.77,85.93,120.01,323.09,143.43,281.53,85.24,335.05,40.82,386.75,324.24,257.5
6/30/2023,4450.38,193.97,130.36,86.74,211.16,28.69,691.14,54.09,405.19,12.7,87.61,120.97,322.54,145.44,286.98,85.4,340.54,42.3,390.04,329.45,261.77
7/3/2023,4455.59,192.46,130.22,87.64,210.92,29.2,693.58,53.54,406.48,12.85,86.36,120.56,326.61,146.61,286.02,86.41,337.99,42.41,391.01,329.47,279.82
7/5/2023,4446.82,191.33,130.38,86.19,213.31,29.08,692.83,53.25,404.66,12.84,86.65,122.63,320.05,144.64,294.37,85.92,338.15,42.32,382.85,327.09,282.48
7/6/2023,4411.59,191.81,128.36,84.8,212.62,28.28,680.63,52.88,401.17,12.8,85.63,120.93,313,143.21,291.99,83.33,341.27,42.1,378.96,324.49,276.54
